Culture;CERCID;FLID;POSTRA;Order;CULTURE_NC;CULTURE_TL;ID_NC;ID_TL;ORDER_NC;ORDER_TL;BGL_ORIG_NC;BGL_ORIG_TL;BGL_GEN_NC;BGL_GEN_TL;DIS_BGL_TL;DIS_BGL_AB;BGL;DIS_BGL_BGP;BGL_AB;BGL_SPEC_NC;BGL_SPEC_TL;BGL_SPEC_TB;BGL_SPEC_TB_c;BGL_SPEC_TB_cl;BGD_ORIG_NC;BGD_ORIG_TL;BGD_GEN_NC;BGD_GEN_TL;DIS_BGD_TL;DIS_BGD_AB;BGD;DIS_BGD_BGP;BGD_AB;BGD_SPEC_NC;BGD_SPEC_TL;BGD_SPEC_TB;BGD_SPEC_TB_c;BGD_SPEC_TB_cl;LGL_ORIG_NC;LGL_ORIG_TL;LGL_GEN_NC;LGL_GEN_TL;DIS_LGL;LGL;LGL2;DIS_LGL_BGP;LGL_SPEC_NC;LGL_SPEC_TL;LGL_SPEC_TB;LGL_SPEC_TB_c;LGL_SPEC_TB_cl;LGD_ORIG__NC;LGD_ORIG_TL;LGD_GEN_NC;LGD_GEN_TL;DIS_LGD;LGD;LGD2;DIS_LGD_BGP;LGD_SPEC_NC;LGD_SPEC_TL;LGD_SPEC_TB;LGD_SPEC_TB_c;LGD_SPEC_TB_cl;POL_ORIG_NC;POL_ORIG_TL;POL_GEN_NC;POL_GEN_TL;DIS_POL;POL;DIS_POL_BGP;POL_SPEC_NC;POL_SPEC_TL;POL_SPEC_TB;POL_SPEC_TB_c;POL_SPEC_TB_cl;POD_ORIG_NC;POD_ORIG_TL;POD_GEN_NC;POD_GEN_TL;DIS_POD;POD;DIS_POD_BGP;POD_SPEC_NC;POD_SPEC_TL;POD_SPEC_TB;POD_SPEC_TB_c;POD_SPEC_TB_cl;GOOD_ORIG_NC;GOOD_ORIG_TL;MATCH_GOOD;GOOD_SPEC_NC;GOOD_SPEC_TL;GOOD_SPEC_BP;BAD_ORIG_NC;BAD_ORIG_TL;MATCH_BAD;BAD_SPEC_NC;BAD_SPEC_TL;BAD_SPEC_BP;HAINE;ISHOKO;GDSMDIFF
Hadza;CERC48;67;0;4;Hadza;Hadza;67;67;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Respect;Respect;Match;Respect;Respectful;Respectful;Fighting;Fighting;Match;Violence  - Fighting;Fighting;Violent;Yes;Yes;Same
Hadza;CERC48;67;0;5;Hadza;Hadza;67;67;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Sharing food;Sharing food;Match;Sharing - Food;Sharing;Generous/Shares;NA;NA;Match;NA;NA;NA;Yes;Yes;Same
Hadza;CERC49;72;0;1;Hadza;Hadza;72;72;1;1;Good heart;Good heart;Virtue;Virtue;0;0;Virtue;0;Virtue;Heart - Good ;Good heart;Heart - Good ;Heart - Good;Heart - Good;Smoking weed;Smoking weed;Substance Use/Abuse;Substance Use/Abuse;0;0;Substance Use/Abuse;0;Substance Use/Abuse;Smoking - Weed;Drugs/alcohol;Smoking - Weed;Smoking - Weed;Smoking - Weed;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Don't Know;Don't Know;D/K;D/K;0;D/K;0;D/K;D/K;D/K;D/K;D/K;Don't Know;Don't Know;D/K;D/K;0;D/K;0;D/K;D/K;D/K;D/K;D/K;Good heart;Good heart;Match;Heart - Good ;Good heart;Good (Conscience, Behavior, Nature, Heart);Bad heart;Bad heart;Match;Heart - Bad;Bad heart;Bad (Conscience, Behavior, Nature, Heart);Yes;Yes;Same
Hadza;CERC49;72;0;2;Hadza;Hadza;72;72;2;2;To worship him;To worship him;Ritual;Ritual;0;0;Ritual;0;Ritual;Worship;Worship;Worship;Worship;Worship;Drinking alcohol;Drinking alcohol;Substance Use/Abuse;Substance Use/Abuse;0;0;Substance Use/Abuse;0;Substance Use/Abuse;Alcohol - Drinking ;Drugs/alcohol;Alcohol - Drinking ;Alcohol - Drinking;Alcohol - Drinking;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Sharing;Sharing;Match;Sharing;Sharing;Generous/Shares;Stealing;Stealing;Match;Stealing;Stealing;Theft;Yes;Yes;Same
Hadza;CERC49;72;0;3;Hadza;Hadza;72;72;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Loving;Loving;Match;Loving;Loving;Loving;Lying;Lying;Match;Lies;Dishonesty;Dishonest;Yes;Yes;Same
Hadza;CERC49;72;0;4;Hadza;Hadza;72;72;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Match;NA;NA;NA;Fighting;Fighting;Match;Violence  - Fighting;Fighting;Violent;Yes;Yes;Same
Hadza;CERC51;85;0;1;Hadza;Hadza;85;85;1;1;He likes everything since he made everything;He likes everything since he made everything;Misc;Misc;0;0;Miscellaneous;0;Miscellaneous;Everything;Misc;Everything;Everything;Everything;Nothing;Nothing;Misc;Misc;0;0;Miscellaneous;0;Miscellaneous;Nothing;Nothing;Nothing;Nothing;Nothing;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;To catch people;To catch people;Morality;Morality;0;Morality;0;Arresting - People;Catching criminals;Arresting - People;Arresting - People;Arresting - People;Don't like people who make mistakes;Don't like people who make mistakes;Morality;Virtue;1;Virtue;0;Mistakes;People who make mistakes;Mistakes;Mistakes;Mistakes;Peaceful;Peaceful;Match;Peace;Peace;Peaceful;Greed;Greed;Match;Greed;Greed;Greedy;Yes;Yes;Same
Hadza;CERC51;85;0;2;Hadza;Hadza;85;85;2;2;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Sharing;Sharing;Match;Sharing;Sharing;Generous/Shares;Bad heart;Bad heart;Match;Heart - Bad;Bad heart;Bad (Conscience, Behavior, Nature, Heart);Yes;Yes;Same
Hadza;CERC51;85;0;3;Hadza;Hadza;85;85;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Good heart;Good heart;Match;Heart - Good ;Good heart;Good (Conscience, Behavior, Nature, Heart);Easily angered;Easily angered;Match;Anger;Anger;Angry;Yes;Yes;Same
Hadza;CERC54;136;0;1;Hadza;Hadza;136;136;1;1;Working with Coren makes God happy;Working with Coren makes God happy;Misc;Misc;0;0;Miscellaneous;0;Miscellaneous;Work - Coren;Making God happy;Work - Coren;Work - Coren;Work - Coren;Doesn't want to be disturbed;Doesn't want to be disturbed;Ritual;Ritual;0;0;Ritual;0;Ritual;Disturbances;Disturbance;Disturbances;Disturbances;Disturbances;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;When people love each other;When people love each other;People;Virtue;1;People;0;Loving;Love;Loving;Loving;Loving;Arguing;Arguing;Morality;Morality;0;Morality;0;Arguments;Arguing;Arguments;Arguments;Arguments;Kindness;Kindness;Match;Kind;Kindness;Kind;Thief;Thief;Match;Stealing - Thieves;Stealing;Theft;Yes;Yes;Same
Hadza;CERC54;136;0;2;Hadza;Hadza;136;136;2;2;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;Doesn't want problems;Doesn't want problems;Morality;Morality;0;0;Morality;0;Morality;Problems;Conflicts;Problems;Problems;Problems;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Nice;Nice;Match;Nice;Kindness;Kind;Fighter;Fighter;Match;Violence  - Fighting;Fighting;Violent;Yes;Yes;Same
Hadza;CERC54;136;0;3;Hadza;Hadza;136;136;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Doesn't steal;Doesn't steal;Match;No Stealing;No stealing;No Stealing;Killer;Killer;Match;Violence - Killing;Killing;Murder;Yes;Yes;Same
Hadza;CERC54;136;0;4;Hadza;Hadza;136;136;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Hospitality;Hospitality;Match;Hospitable;Hospitality;Hospitable;Greedy;Greedy;Match;Greed;Greed;Greedy;Yes;Yes;Same
Hadza;CERC54;136;0;5;Hadza;Hadza;136;136;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Match;NA;NA;NA;Gossip;Gossip;Match;Gossip;Gossipping;Gossip;Yes;Yes;Same
Hadza;CERC55;156;0;1;Hadza;Hadza;156;156;1;1;Singing;Singing;Ritual;Ritual;0;0;Ritual;0;Ritual;Singing;Ritual singing;Singing;Singing;Singing;Killing;Killing;Morality;Morality;0;0;Morality;0;Morality;Violence - Killing ;Killing;Violence - Killing ;Violence - Killing;Murder;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Don't Know;Don't Know;D/K;D/K;0;D/K;0;D/K;D/K;D/K;D/K;D/K;Don't Know;Don't Know;D/K;D/K;0;D/K;0;D/K;D/K;D/K;D/K;D/K;Peace with others;Peace with others;Match;Peace - Others;Peace;Peaceful;Disturbing others by causing trouble;Disturbing others by causing trouble;Match;Behaviour - Trouble;Trouble maker;Troublemaker;Yes;Yes;Same
Hadza;CERC55;156;0;2;Hadza;Hadza;156;156;2;2;Praying;Praying;Ritual;Ritual;0;0;Ritual;0;Ritual;Prayer;Prayers;Prayer;Prayer;Prayer;Lying;Lying;Morality;Morality;0;0;Morality;0;Morality;Lies;Dishonesty;Lies;Lies;Lies;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Good heart;Good heart;Match;Heart - Good ;Good heart;Good (Conscience, Behavior, Nature, Heart);Bad heart;Bad heart;Match;Heart - Bad;Bad heart;Bad (Conscience, Behavior, Nature, Heart);Yes;Yes;Same
Hadza;CERC55;156;0;3;Hadza;Hadza;156;156;3;3;Hard work;Hard work;Virtue;Virtue;0;0;Virtue;0;Virtue;Work - Hard;Diligent;Work - Hard;Work - Hard;Work - Hard;Rape;Rape;Morality;Morality;0;0;Morality;0;Morality;Violence - Rape;Rape;Violence - Rape;Violence - Rape;Rape;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Intelligence;Intelligence;Match;Intelligent;Intelligence;Intelligent;Stealing;Stealing;Match;Stealing;Stealing;Theft;Yes;Yes;Same
Hadza;CERC55;156;0;4;Hadza;Hadza;156;156;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Sharing;Sharing;Match;Sharing;Sharing;Generous/Shares;Lying;Lying;Match;Lies;Dishonesty;Dishonest;Yes;Yes;Same
Hadza;CERC56;225;0;1;Hadza;Hadza;225;225;1;1;Don't Know;Don't Know;D/K;D/K;0;0;D/K;0;D/K;D/K;D/K;D/K;D/K;D/K;Don't Know;Don't Know;D/K;D/K;0;0;D/K;0;D/K;D/K;D/K;D/K;D/K;D/K;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Peace;Peace;People;People;0;People;0;Peace;Peace;Peace;Peace;Peace;Killers;Killers;Morality;Morality;0;Morality;0;Violence - Killing;Killing;Violence - Killing;Violence - Killing;Murder;Hospitality;Hospitality;Match;Hospitable;Hospitality;Hospitable;Greedy;Greedy;Match;Greed;Greed;Greedy;Yes;Yes;Same
Hadza;CERC56;225;0;2;Hadza;Hadza;225;225;2;2;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Thieves;Thieves;Morality;Morality;0;Morality;0;Stealing - Thieves;Stealing;Stealing - Thieves;Stealing - Thieves;Stealing;Sharing food;Sharing food;Match;Sharing - Food;Sharing;Generous/Shares;Killing;Killing;Match;Violence - Killing;Killing;Murder;Yes;Yes;Same
Hadza;CERC56;225;0;3;Hadza;Hadza;225;225;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Teamwork;Teamwork;Match;Teamwork;Teamwork;Solidarity;Fighting;Fighting;Match;Violence  - Fighting;Fighting;Violent;Yes;Yes;Same
Hadza;CERC56;225;0;4;Hadza;Hadza;225;225;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Match;NA;NA;NA;Anger;Anger;Match;Anger;Anger;Angry;Yes;Yes;Same
Hadza;CERC57;237;0;1;Hadza;Hadza;237;237;1;1;Peace;Peace;People;People;0;0;People;0;People;Peace;Peace;Peace;Peace;Peace;Drunks;Drunks;Substance Use/Abuse;Substance Use/Abuse;0;0;Substance Use/Abuse;0;Substance Use/Abuse;Alcohol - Drunks;Drunkards;Alcohol - Drunks;Alcohol - Drunks;Alcohol - Drunks;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Don't Know;Don't Know;D/K;D/K;0;D/K;0;D/K;D/K;D/K;D/K;D/K;Don't Know;Don't Know;D/K;D/K;0;D/K;0;D/K;D/K;D/K;D/K;D/K;Good heart;Good heart;Match;Heart - Good ;Good heart;Good (Conscience, Behavior, Nature, Heart);Greed;Greed;Match;Greed;Greed;Greedy;Yes;Yes;Same
Hadza;CERC57;237;0;2;Hadza;Hadza;237;237;2;2;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;Fighting;Fighting;Morality;Morality;0;0;Morality;0;Morality;Violence - Fighting;Fighting;Violence - Fighting;Violence - Fighting;Violence;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Kindness;Kindness;Match;Kind;Kindness;Kind;Fighting;Fighting;Match;Violence  - Fighting;Fighting;Violent;Yes;Yes;Same
Hadza;CERC57;237;0;3;Hadza;Hadza;237;237;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;Killing;Killing;Morality;Morality;0;0;Morality;0;Morality;Violence - Killing ;Killing;Violence - Killing ;Violence - Killing;Murder;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Loving;Loving;Match;Loving;Loving;Loving;Killing;Killing;Match;Violence - Killing;Killing;Murder;Yes;Yes;Same
Hadza;CERC58;239;0;1;Hadza;Hadza;239;239;1;1;Prayers;Prayers;Ritual;Ritual;0;0;Ritual;0;Ritual;Prayer;Prayers;Prayer;Prayer;Prayer;Killing;Killing;Morality;Morality;0;0;Morality;0;Morality;Violence - Killing ;Killing;Violence - Killing ;Violence - Killing;Murder;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Don't Know;Don't Know;D/K;D/K;0;D/K;0;D/K;D/K;D/K;D/K;D/K;Don't Know;Don't Know;D/K;D/K;0;D/K;0;D/K;D/K;D/K;D/K;D/K;Respect others;Respect others;Match;Respect - Others;Respectful;Respectful;Killing people;Killing people;Match;Violence - Killing;Killing;Murder;Yes;Yes;Same
Hadza;CERC58;239;0;2;Hadza;Hadza;239;239;2;2;Singing;Singing;Ritual;Ritual;0;0;Ritual;0;Ritual;Singing;Ritual singing;Singing;Singing;Singing;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Love others;Love others;Match;Loving - Others;Loving;Loving;Theft;Theft;Match;Stealing;Stealing;Theft;Yes;Yes;Same
Hadza;CERC58;239;0;3;Hadza;Hadza;239;239;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Living good life;Living good life;Match;Life - Good;Good life;Life;Jealousy;Jealousy;Match;Jealousy;Jealousy;Jealous;Yes;Yes;Same
Hadza;CERC58;239;0;4;Hadza;Hadza;239;239;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Kindness;Kindness;Match;Kind;Kindness;Kind;Lying;Lying;Match;Lies;Dishonesty;Dishonest;Yes;Yes;Same
Hadza;CERC58;239;0;5;Hadza;Hadza;239;239;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Sharing food;Sharing food;Match;Sharing - Food;Sharing;Generous/Shares;Greed;Greed;Match;Greed;Greed;Greedy;Yes;Yes;Same
Hadza;CERC59;258;0;1;Hadza;Hadza;258;258;1;1;Dancing (Epeme dance);Dancing (Epeme dance);Ritual;Ritual;0;0;Ritual;0;Ritual;Dancing;Dancing;Dancing;Dancing;Dancing;Killing;Killing;Morality;Morality;0;0;Morality;0;Morality;Violence - Killing ;Killing;Violence - Killing ;Violence - Killing;Murder;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Peace;Peace;People;People;0;People;0;Peace;Peace;Peace;Peace;Peace;Fighting;Fighting;Morality;Morality;0;Morality;0;Violence - Fighting;Fighting;Violence - Fighting;Violence - Fighting;Violence;Respect;Respect;Match;Respect;Respectful;Respectful;Disrespect;Disrespect;Match;Disrespectful;Disrespectful;Disrespectful;Yes;Yes;Same
Hadza;CERC59;258;0;2;Hadza;Hadza;258;258;2;2;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;Rape;Rape;Morality;Morality;0;0;Morality;0;Morality;Violence - Rape;Rape;Violence - Rape;Violence - Rape;Rape;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Stealing;Stealing;Morality;Morality;0;Morality;0;Stealing;Stealing;Stealing;Stealing;Stealing;Calm;Calm;Match;Calm;Calm;Peaceful;Drunkenness;Drunkenness;Match;Alcohol - Drunks;Substance abuse;Drugs/Alcohol/Substance;Yes;Yes;Same
Hadza;CERC59;258;0;3;Hadza;Hadza;258;258;3;3;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Raping;Raping;Morality;Morality;0;Morality;0;Violence - Rape ;Rape;Violence - Rape ;Violence - Rape;Rape;Sharing foods;Sharing foods;Match;Sharing - Food;Sharing;Generous/Shares;Dishonest;Dishonest;Match;Dishonest;Dishonesty;Dishonest;Yes;Yes;Same
Hadza;CERC59;258;0;4;Hadza;Hadza;258;258;4;4;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;Loving others;Loving others;Match;Loving - Others;Loving;Loving;Rape;Rape;Match;Violence - Rape;Rape;Rape;Yes;Yes;Same
Hadza;CERC59;258;0;5;Hadza;Hadza;258;258;5;5;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;Match;NA;NA;NA;Stealing;Stealing;Match;Stealing;Stealing;Theft;Yes;Yes;Same
